Datetime,TagValue,TagName,batchId,chartArea,AxisLoc
10/12/2015 8:14,4240,TX_KR22_matid,1510112113,,
10/12/2015 8:14,108.75,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 8:15,56.0198,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 8:16,51.6739,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 8:21,33.2886,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 8:22,110.032,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 8:24,4240,TX_KR22_matid,1510112113,,
10/12/2015 8:25,51.6739,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 8:26,47.0534,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 8:31,33.2886,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 8:31,109.825,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 8:34,4240,TX_KR22_matid,1510112113,,
10/12/2015 8:35,47.0534,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 8:36,43.3332,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 8:41,33.2886,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 8:41,108.713,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 8:44,4240,TX_KR22_matid,1510112113,,
10/12/2015 8:45,43.3332,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 8:46,40.8673,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 8:51,33.2886,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 8:51,107.785,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 8:54,4240,TX_KR22_matid,1510112113,,
10/12/2015 8:55,40.8673,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 8:56,39.2132,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 9:01,33.2886,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 9:01,107.315,TX_KR22_Tempout,1510112113,Temperature,yLeft
